id,Date,Content,author_id,username,author_name,retweet_count,like_count,reply_count,quote_count,impression_count,hashtags,mentions,urls,search_query,Clean_Content,Extracted_Hashtags,Word_Count,Char_Count,Sentence_Count
1000000868403423621,2026-06-14 21:33:23.480541,Unpopular opinion: ChatGPT is making developers lazy. We need to understand the fundamentals first. (Reviewing this in June 2026),2000298024,tech_guru,Alex K.,8,52,8,1,1040,[],[],[],combined_queries,unpopular opinion chatgpt making developer lazy need understand fundamental first reviewing june,[],19,129,3
1000000107820979445,2026-06-14 23:16:50.535926,Remember: correlation does not imply causation! Always be careful when analyzing trends. #DataScience,2000672803,data_wizard,Taylor S.,2,13,0,0,117,['datascience'],[],['https://example.com/tech-news'],combined_queries,remember correlation imply causation always careful analyzing trend datascience,['datascience'],13,101,2
1000000155101009752,2026-06-14 23:59:46.905690,Using pandas and numpy for data analysis is so intuitive. Python has won the data science war.,2000201872,tech_guru,Alex K.,2,17,2,0,340,[],[],['https://example.com/tech-news'],combined_queries,using panda numpy data analysis intuitive python data science war,[],17,94,3
1000000303994944562,2026-06-15 00:13:11.623135,Remember: correlation does not imply causation! Always be careful when analyzing trends. #DataScience (Reviewing this in June 2026),2000932318,tech_guru,Alex S.,16,44,7,1,792,['datascience'],[],[],combined_queries,remember correlation imply causation always careful analyzing trend datascience reviewing june,['datascience'],18,131,2
1000000112568862594,2026-06-15 01:19:42.221033,Training a convolutional neural network (CNN) on my laptop and the fans are ready for takeoff 🚀 #DeepLearning,2000609975,tech_guru,Alex K.,5,17,2,0,85,['deeplearning'],['neural_net'],['https://example.com/tech-news'],combined_queries,training convolutional neural network cnn laptop fan ready takeoff deeplearning,['deeplearning'],18,109,1
1000000600961147537,2026-06-15 02:47:13.388661,"A/B testing is where the rubber meets the road in analytics. Don't rely on intuition, test it! #Analytics (Reviewing this in June 2026)",2000591868,data_wizard,Taylor J.,10,31,4,1,434,['analytics'],[],['https://example.com/tech-news'],combined_queries,testing rubber meet road analytics dont rely intuition test analytics reviewing june,['analytics'],23,135,2
1000000475279898335,2026-06-15 03:08:40.213733,We need clear regulations for generative AI. The misinformation potential is scary. #AI #Ethics (Reviewing this in June 2026),2000422234,neural_net,Pat L.,1,4,0,0,52,"['ai', 'ethics']",[],['https://example.com/tech-news'],combined_queries,need clear regulation generative misinformation potential scary ethic reviewing june,"['ai', 'ethics']",19,125,3
1000000149828705183,2026-06-15 03:25:29.991303,"Seaborn makes beautiful static plots, but dynamic dashboards need Plotly or Streamlit. #Python #DataViz (Reviewing this in June 2026)",2000865482,algo_rider,Riley M.,1,6,0,0,108,"['python', 'dataviz']",[],[],combined_queries,seaborn make beautiful static plot dynamic dashboard need plotly streamlit python dataviz reviewing june,"['python', 'dataviz']",19,133,2
1000000610549774658,2026-06-15 03:48:40.512775,Using pandas and numpy for data analysis is so intuitive. Python has won the data science war. (Reviewing this in June 2026),2000469508,stack_dev,Jamie K.,1,7,0,0,42,[],[],[],combined_queries,using panda numpy data analysis intuitive python data science war reviewing june,[],22,124,3
1000000895645660216,2026-06-15 03:55:56.830425,Just had a mind-blowing session with ChatGPT! The reasoning capabilities are getting insanely good. #AI #Tech,2000170769,stack_dev,Jamie K.,7,33,3,0,165,"['ai', 'tech']",[],['https://example.com/tech-news'],combined_queries,mindblowing session chatgpt reasoning capability getting insanely good tech,"['ai', 'tech']",16,109,2
1000000810012458938,2026-06-15 04:08:47.801569,"Seaborn makes beautiful static plots, but dynamic dashboards need Plotly or Streamlit. #Python #DataViz",2000265882,neural_net,Pat L.,11,100,12,0,1400,"['python', 'dataviz']",['byte_sized'],[],combined_queries,seaborn make beautiful static plot dynamic dashboard need plotly streamlit python dataviz,"['python', 'dataviz']",14,103,2
1000000718236223322,2026-06-15 04:26:23.261152,AI is not a bubble; it is the infrastructure for the next century of software. #MachineLearning #OpenAI,2000199952,tech_guru,Alex K.,3,8,1,0,144,"['machinelearning', 'openai']",[],['https://example.com/tech-news'],combined_queries,bubble infrastructure next century software machinelearning openai,"['machinelearning', 'openai']",17,103,2
1000000980709160412,2026-06-15 05:15:04.847468,Supervised learning vs unsupervised learning - which one is more promising for real-world business problems? #ML (Reviewing this in June 2026),2000737427,code_ninja,Jordan M.,17,69,5,2,1035,['ml'],['data_wizard'],[],combined_queries,supervised learning unsupervised learning promising realworld business problem reviewing june,['ml'],21,142,1
1000000301557287721,2026-06-15 05:16:51.546339,Just had a mind-blowing session with ChatGPT! The reasoning capabilities are getting insanely good. #AI #Tech (Reviewing this in June 2026),2000276126,tech_guru,Alex M.,23,62,5,1,744,"['ai', 'tech']",['algo_rider'],[],combined_queries,mindblowing session chatgpt reasoning capability getting insanely good tech reviewing june,"['ai', 'tech']",21,139,2
1000000415060890048,2026-06-15 05:34:38.516954,Deep learning models are achieving incredible accuracy in medical image segmentation. Huge win for healthcare! #ML,2000398488,byte_sized,Casey J.,2,10,1,0,160,['ml'],[],[],combined_queries,deep learning model achieving incredible accuracy medical image segmentation huge win healthcare,['ml'],16,114,2
1000000563016757859,2026-06-15 06:16:42.651366,Fascinated by transformers and self-attention mechanisms. The math behind deep learning is beautiful. #MachineLearning,2000495413,ai_pioneer,Morgan L.,2,22,3,0,418,['machinelearning'],[],['https://example.com/tech-news'],combined_queries,fascinated transformer selfattention mechanism math behind deep learning beautiful machinelearning,['machinelearning'],14,118,3
1000000325446470983,2026-06-15 06:26:55.543815,Highly recommend the new machine learning specialization course. Extremely clear explanations of backprop!,2000831022,cloud_walker,Robin S.,2,11,2,0,165,[],[],[],combined_queries,highly recommend new machine learning specialization course extremely clear explanation backprop,[],13,106,2
1000000472857795900,2026-06-15 08:55:51.311915,Highly recommend the new machine learning specialization course. Extremely clear explanations of backprop! (Reviewing this in June 2026),2000346820,algo_rider,Riley M.,11,33,3,2,198,[],[],[],combined_queries,highly recommend new machine learning specialization course extremely clear explanation backprop reviewing june,[],18,136,2
1000000884344861423,2026-06-15 09:20:53.828057,AI is not a bubble; it is the infrastructure for the next century of software. #MachineLearning #OpenAI (Reviewing this in June 2026),2000418070,ai_pioneer,Morgan L.,36,99,7,3,1584,"['machinelearning', 'openai']",['neural_net'],['https://example.com/tech-news'],combined_queries,bubble infrastructure next century software machinelearning openai reviewing june,"['machinelearning', 'openai']",22,133,2
1000000610422636489,2026-06-15 09:49:18.041908,Is anyone else worried about the rapid progress of OpenAI? GPT-5 is going to change everything. #ArtificialIntelligence (Reviewing this in June 2026),2000748201,tech_guru,Alex K.,6,31,2,0,341,['artificialintelligence'],[],[],combined_queries,anyone else worried rapid progress openai gpt going change everything artificialintelligence reviewing june,['artificialintelligence'],22,149,2
1000000234010747414,2026-06-15 11:36:28.955353,Fascinated by transformers and self-attention mechanisms. The math behind deep learning is beautiful. #MachineLearning (Reviewing this in June 2026),2000923055,cloud_walker,Robin M.,4,29,3,0,580,['machinelearning'],[],[],combined_queries,fascinated transformer selfattention mechanism math behind deep learning beautiful machinelearning reviewing june,['machinelearning'],19,148,3
1000000661897135731,2026-06-15 12:31:50.820260,Deep learning models are achieving incredible accuracy in medical image segmentation. Huge win for healthcare! #ML (Reviewing this in June 2026),2000148103,algo_rider,Riley S.,19,96,9,1,1728,['ml'],[],['https://example.com/tech-news'],combined_queries,deep learning model achieving incredible accuracy medical image segmentation huge win healthcare reviewing june,['ml'],21,144,2
1000000114610025169,2026-06-15 13:04:19.946346,Building a new SaaS using OpenAI APIs. The developer tools and documentation are top notch.,2000934681,algo_rider,Riley J.,1,5,0,0,45,[],[],[],combined_queries,building new saas using openai apis developer tool documentation top notch,[],15,91,3
1000000880362995748,2026-06-15 14:24:55.837938,Is anyone else worried about the rapid progress of OpenAI? GPT-5 is going to change everything. #ArtificialIntelligence,2000126878,ai_pioneer,Morgan M.,2,6,1,0,54,['artificialintelligence'],['cyber_explorer'],[],combined_queries,anyone else worried rapid progress openai gpt going change everything artificialintelligence,['artificialintelligence'],17,119,2
1000000319024044390,2026-06-15 15:07:48.184650,"Can AI truly replace creative writers? Some ChatGPT outputs feel quite generic, but others are brilliant. #AI #Creativity",2000259395,byte_sized,Casey S.,5,53,10,0,795,"['ai', 'creativity']",[],[],combined_queries,truly replace creative writer chatgpt output feel quite generic others brilliant creativity,"['ai', 'creativity']",18,121,2
1000000193570774388,2026-06-15 15:27:30.586275,Loving Plotly for interactive dashboard visualizations. It makes data storytelling so much better. #DataAnalytics (Reviewing this in June 2026),2000299479,stack_dev,Jamie L.,30,76,7,3,684,['dataanalytics'],[],[],combined_queries,loving plotly interactive dashboard visualization make data storytelling much better dataanalytics reviewing june,['dataanalytics'],19,143,3
1000000546119795497,2026-06-15 18:15:54.953948,Data analyst vs Data scientist - the industry still struggles to define the difference clearly. #Career,2000818020,algo_rider,Riley L.,4,20,2,0,320,['career'],[],[],combined_queries,data analyst data scientist industry still struggle define difference clearly career,['career'],16,103,2
1000000868426966640,2026-06-15 18:59:09.682010,Deploying deep learning models to edge devices is extremely challenging but super rewarding. #IoT #Tech,2000852315,cyber_explorer,Sam S.,9,30,3,1,210,"['iot', 'tech']",[],[],combined_queries,deploying deep learning model edge device extremely challenging super rewarding iot tech,"['iot', 'tech']",15,103,2
1000000822294500934,2026-06-15 20:27:31.791358,Struggling with OpenAI API rate limits today. Everyone must be building something cool! (Reviewing this in June 2026),2000893281,stack_dev,Jamie M.,6,39,4,0,468,[],[],[],combined_queries,struggling openai api rate limit today everyone must building something cool reviewing june,[],18,117,2
1000000613372615117,2026-06-15 21:00:51.994998,Sql is still the most important tool in a data scientist's toolkit. Change my mind. #SQL #DataScience (Reviewing this in June 2026),2000305067,stack_dev,Jamie L.,2,21,2,0,315,"['sql', 'datascience']",['cyber_explorer'],[],combined_queries,sql still important tool data scientist toolkit change mind sql datascience reviewing june,"['sql', 'datascience']",22,131,3
1000000997723671204,2026-06-15 22:50:05.691739,Just built a customer churn prediction dashboard. The insights are already driving sales strategy. #DataAnalytics (Reviewing this in June 2026),2000417442,algo_rider,Riley M.,0,3,0,0,36,['dataanalytics'],['data_wizard'],[],combined_queries,built customer churn prediction dashboard insight already driving sale strategy dataanalytics reviewing june,['dataanalytics'],20,143,3
1000000275759925381,2026-06-16 00:34:48.097549,"Bias in machine learning datasets is a major issue. Garbarge in, garbage out. #EthicsInAI #DataScience",2000594391,data_wizard,Taylor S.,14,39,2,1,585,"['ethicsinai', 'datascience']",['neural_net'],[],combined_queries,bias machine learning datasets major issue garbarge garbage ethicsinai datascience,"['ethicsinai', 'datascience']",15,102,3
1000000795942080251,2026-06-16 00:35:27.772709,Struggling with OpenAI API rate limits today. Everyone must be building something cool!,2000589873,cloud_walker,Robin S.,1,4,0,0,60,[],[],[],combined_queries,struggling openai api rate limit today everyone must building something cool,[],13,87,2
1000000739008672415,2026-06-16 02:55:50.916066,OpenAI's new model update makes coding assistance so much smoother. Loving the speed! #OpenAI #developer (Reviewing this in June 2026),2000485251,code_ninja,Jordan S.,2,7,0,0,77,"['openai', 'developer']",['neural_net'],[],combined_queries,openais new model update make coding assistance much smoother loving speed openai developer reviewing june,"['openai', 'developer']",20,134,2
1000000479868433016,2026-06-16 03:29:27.635474,Training a convolutional neural network (CNN) on my laptop and the fans are ready for takeoff 🚀 #DeepLearning (Reviewing this in June 2026),2000122069,ai_pioneer,Morgan J.,1,5,0,0,90,['deeplearning'],['data_wizard'],[],combined_queries,training convolutional neural network cnn laptop fan ready takeoff deeplearning reviewing june,['deeplearning'],23,139,1
1000000957196196647,2026-06-16 04:04:55.583103,OpenAI's new model update makes coding assistance so much smoother. Loving the speed! #OpenAI #developer,2000849773,ai_pioneer,Morgan L.,8,37,3,1,222,"['openai', 'developer']",['data_wizard'],[],combined_queries,openais new model update make coding assistance much smoother loving speed openai developer,"['openai', 'developer']",15,104,2
1000000106033046062,2026-06-16 15:57:27.740059,Data analyst vs Data scientist - the industry still struggles to define the difference clearly. #Career (Reviewing this in June 2026),2000778814,cloud_walker,Robin L.,12,35,3,1,490,['career'],['cyber_explorer'],[],combined_queries,data analyst data scientist industry still struggle define difference clearly career reviewing june,['career'],21,133,2
1000000289715021828,2026-06-16 16:06:17.400553,A clean dataset is worth more than a fancy model. Spend time on data cleaning! #DataScience #DataAnalytics (Reviewing this in June 2026),2000885172,code_ninja,Jordan K.,3,27,1,0,162,"['datascience', 'dataanalytics']",['algo_rider'],[],combined_queries,clean dataset worth fancy model spend time data cleaning datascience dataanalytics reviewing june,"['datascience', 'dataanalytics']",22,136,2
1000000123018677840,2026-06-16 19:28:46.584486,A clean dataset is worth more than a fancy model. Spend time on data cleaning! #DataScience #DataAnalytics,2000644867,algo_rider,Riley S.,4,40,4,0,440,"['datascience', 'dataanalytics']",[],['https://example.com/tech-news'],combined_queries,clean dataset worth fancy model spend time data cleaning datascience dataanalytics,"['datascience', 'dataanalytics']",17,106,2
1000000291786797671,2026-06-17 01:56:33.407722,What is the best way to get started with machine learning in 2026? PyTorch or TensorFlow? #ML #DataScience,2000438260,ai_pioneer,Morgan S.,1,12,0,0,120,"['ml', 'datascience']",['tech_guru'],[],combined_queries,best way started machine learning pytorch tensorflow datascience,"['ml', 'datascience']",18,106,1
